Date,Name,Profile link,Topic,Manager,Format,Ad link,UTM Link,UTM Campaign,Budget,Reach (Plan),Fact Reach,Median %,CPM (Plan),CPM Fact,CTR Plan,CTR Fact,Traffic Plan,Traffic Fact,CPC Plan,CPC Fact,CR0 Plan,CR0 Fact,Contacts Plan,Contacts Fact,CPContact Plan,CPContact Fact,"CR1 Contact - deal
Plan","CR1 Contact - deal 
Fact",Deals Plan,Deals Fact,CR3 Deal > call Plan,CR3 Deal > call Fact,Calls Plan,Calls Fact,"CR4 Call - GTC
Fact",GTC ? Plan,GTC ? Fact,?R Call > Purchase P  - 1 month,?R Call > Purchase F  - 1 month,Purchase F - TOTAL,CMC F - TOTAL,Purchase P - 1 month,Purchase F - 1 month,CMC P - 1 ???,CMC F - 1 month,Purchase F - 2 ?onth,"CMC F - 
2 ?onth","Purchase F - 
3 ?onth","CMC F - 
3 ?onth","Purchase F - 
6 ?onth","CMC F - 
6 ?onth",is_parseable,url_type,content_id,integration_timestamp
2025-08-17,ColeHastings,https://www.youtube.com/@ColeHastings/videos,Knowledge,Masha,youtube,https://youtu.be/RRcpv0YMoYc?si=edPj8LIYmgUBV0mh&t=131,Learn a new job in tech starting from $200/mo! Sign up for a FREE TripleTen career consultation with my link:  https://get.tripleten.com/colehastings,influencers_youtube_colehastings0825,5000.0,138000.0,180000.0,1.304347826,36.23188406,27.77777778,0.0015,0.00115,207.0,246.0,24.15458937,20.32520325,0.2,0.162601626,41.4,40.0,120.7729469,125.0,0.42,0.4,17.388,16.0,0.3,0.3125,5.2164,5.0,0.45,2.34738,1.0,0.3,0.0,0.0,,1.56492,0.0,,,0.0,,0.0,,0.0,,True,youtube,RRcpv0YMoYc,131.0
2025-08-23,DebunkedOfficial,https://www.youtube.com/@DebunkedOfficial,Knowledge,Mediacube,youtube,https://youtu.be/oFcaX3Qh1a4?si=LGeV4KgwbY47N3XK&t=158,,influencers_youtube_debunked0825,6100.0,150000.0,14000.0,0.093333333,40.66666667,435.7142857,0.0015,0.016071429,225.0,12.0,27.11111111,508.3333333,0.2,0.166666667,45.0,2.0,135.5555556,3050.0,0.42,0.5,18.9,1.0,0.3,1.0,5.67,1.0,0.45,2.5515,0.0,0.3,0.0,0.0,,1.701,0.0,,,0.0,,0.0,,0.0,,True,youtube,oFcaX3Qh1a4,158.0
2025-08-23,WhatIfScienceShow,https://www.youtube.com/@WhatIfScienceShow,Knowledge,Mediacube,youtube,https://youtu.be/wPW0DUmK76Y?si=qURX_tu3OHMcGfCj&t=168,,influencers_youtube_whatif0825,7200.0,244000.0,127000.0,0.520491803,29.50819672,56.69291339,0.0015,0.00288189,366.0,57.0,19.67213115,126.3157895,0.2,0.087719298,73.2,5.0,98.36065574,1440.0,0.42,0.8,30.744,4.0,0.3,0.0,9.2232,0.0,0.45,4.15044,0.0,0.3,,0.0,,2.76696,0.0,,,0.0,,0.0,,0.0,,True,youtube,wPW0DUmK76Y,168.0
2025-08-30,drewtalbert,https://www.instagram.com/drewtalbert/,Career,Leya,reel,https://www.instagram.com/reel/DN-_R27kRM6/?utm_source=ig_web_copy_link&igsh=MXZ1OXl1cGk4MTdidg==,https://tripleten.com/special/free-career-consultation/?utm_campaign=influencers_instagram_drewtalbert0825&utm_medium=instagram&utm_source=influencers&utm_content=reel,influencers_instagram_drewtalbert0825,10000.0,700000.0,626000.0,0.894285714,14.28571429,15.97444089,0.0015,0.001677316,1050.0,320.0,9.523809524,31.25,0.2,0.14375,210.0,46.0,47.61904762,217.3913043,0.42,0.673913043,88.2,31.0,0.3,0.064516129,26.46,2.0,0.45,11.907,1.0,0.3,0.0,0.0,,7.938,0.0,,,0.0,,0.0,,0.0,,True,instagram_reel,DN-_R27kRM6,
2025-08-30,drew_talbert,https://www.tiktok.com/@drew_talbert?,Career,Leya,tiktok,https://www.tiktok.com/@drew_talbert/video/7544243091901926669?is_from_webapp=1&sender_device=pc&web_id=7506118598702188052,https://tripleten.com/special/free-career-consultation/?utm_campaign=influencers_tiktok_drewtalbert0825&utm_medium=TikTok&utm_source=influencers&utm_content=tiktok,influencers_tiktok_drewtalbert0825,5000.0,500000.0,1200000.0,2.4,10.0,4.166666667,0.0015,0.000625,750.0,196.0,6.666666667,25.51020408,0.2,0.178571429,150.0,35.0,33.33333333,142.8571429,0.42,0.457142857,63.0,16.0,0.3,0.1875,18.9,3.0,0.45,8.505,1.0,0.3,0.333333333,1.0,5000.0,5.67,1.0,,5000.0,1.0,5000.0,1.0,5000.0,1.0,,True,tiktok,7544243091901926669,
2025-08-31,ericcouu,https://www.instagram.com/ericcouu,Self Development,Fellowers,reel,https://www.instagram.com/reel/DOCrPI9iac6/?utm_source=ig_web_copy_link,https://tripleten.com/special/free-career-consultation/?utm_campaign=influencers_instagram_ericcouu0825&utm_medium=Instagram&utm_source=influencers&utm_content=Reel,influencers_instagram_ericcouu0825,3900.0,120000.0,65000.0,0.541666667,32.5,60.0,0.0015,0.002769231,180.0,84.0,21.66666667,46.42857143,0.2,0.071428571,36.0,6.0,108.3333333,650.0,0.42,0.333333333,15.12,2.0,,0.5,0.0,1.0,0.45,0.0,0.0,0.3,0.0,0.0,,0.0,0.0,,,0.0,,0.0,,0.0,,True,instagram_reel,DOCrPI9iac6,
2025-09-03,whitneywaythore,https://www.instagram.com/whitneywaythore/,Lifestyle,Tatam,story,https://drive.google.com/file/d/1qSDUnnhYVjrBTzodyGDUhELRo_HHxO35/view?usp=drive_link,,influencers_instagram_whitneywaythore0825,3750.0,100000.0,93000.0,0.93,37.5,40.32258065,0.0015,0.001612903,150.0,995.0,25.0,3.768844221,0.2,0.048241206,30.0,48.0,125.0,78.125,0.2,0.520833333,6.0,25.0,0.3,0.16,1.8,4.0,0.45,0.81,1.0,0.1,0.0,0.0,,0.18,0.0,,,0.0,,0.0,,0.0,,True,drive_link,,
2025-09-03,LukeStephensTV,https://www.youtube.com/@LukeStephensTV,Gaming,Tatam,youtube,https://youtu.be/LqKV9zp-vPI?si=ymgpcJEY5rQ-5mbP&t=194,,influencers_youtube_lukestephens0925,4000.0,200000.0,182000.0,0.91,20.0,21.97802198,0.0015,0.001648352,300.0,317.0,13.33333333,12.61829653,0.2,0.123028391,60.0,39.0,66.66666667,102.5641026,0.2,0.384615385,12.0,15.0,0.3,0.466666667,3.6,7.0,0.45,1.62,5.0,0.1,0.0,0.0,,0.36,0.0,,,0.0,,0.0,,0.0,,True,youtube,LqKV9zp-vPI,194.0
2025-09-09,Bitwit,https://www.youtube.com/@Bitwit,Tech,Tatam,youtube,https://youtu.be/Fsfabf42nHg?si=sYVCl4vQrsz3btkt&t=29,,influencers_youtube_bitwit0925,7500.0,405000.0,234000.0,0.577777778,18.51851852,32.05128205,0.0015,0.002596154,607.5,486.0,12.34567901,15.43209877,0.2,0.141975309,121.5,69.0,61.72839506,108.6956522,0.2,0.405797101,24.3,28.0,0.3,0.25,7.29,7.0,0.45,3.2805,5.0,0.1,0.142857143,1.0,7500.0,0.729,1.0,,7500.0,1.0,7500.0,1.0,7500.0,1.0,,True,youtube,Fsfabf42nHg,29.0
2025-09-10,TwoBitDaVinci,https://www.youtube.com/@TwoBitDaVinci/videos,Knowledge,Tatam,youtube,https://youtu.be/6Ci7CaUnhpg?si=-1i1kwLevdYZ5p8x&t=247,,influencers_youtube_twobitdavinci0925,3750.0,70000.0,30000.0,0.428571429,53.57142857,125.0,0.0015,0.0035,105.0,32.0,35.71428571,117.1875,0.2,0.25,21.0,8.0,178.5714286,468.75,0.2,0.75,4.2,6.0,0.3,0.166666667,1.26,1.0,0.45,0.567,1.0,0.1,0.0,1.0,3750.0,0.126,0.0,,,1.0,3750.0,1.0,3750.0,1.0,,True,youtube,6Ci7CaUnhpg,247.0
2025-09-11,imperfecttaylor,https://www.instagram.com/imperfecttaylor,Finance,Leya,story,https://drive.google.com/file/d/1BYQvwPnz6b0FkevwII5V2ETnAFLNvVdi/view?usp=drive_link,https://tripleten.com/special/free-career-consultation/?utm_campaign=influencers_instagram_imperfecttaylor0825&utm_medium=Instagram&utm_source=influencers&utm_content=Story,influencers_instagram_imperfecttaylor0925stories,7199.0,200000.0,237000.0,1.185,35.995,30.37552743,0.0015,0.001265823,300.0,194.0,23.99666667,37.10824742,0.2,0.051546392,60.0,10.0,119.9833333,719.9,0.2,0.6,12.0,6.0,0.3,0.166666667,3.6,1.0,0.45,1.62,0.0,0.1,1.0,1.0,7199.0,0.36,1.0,,7199.0,1.0,7199.0,1.0,7199.0,1.0,,True,drive_link,,
2025-09-14,DannyZee,https://www.youtube.com/@DannyZee/videos,Auto,Mediacube,youtube,https://youtu.be/Bl3J0reP8BY?si=HmK8_ROvSuciOpyW&t=360,,influencers_youtube_dannyzee0925,8149.0,120000.0,225000.0,1.875,67.90833333,36.21777778,0.0015,0.0008,180.0,204.0,45.27222222,39.94607843,0.2,0.06372549,36.0,13.0,226.3611111,626.8461538,0.2,0.153846154,7.2,2.0,0.3,0.0,2.16,0.0,0.45,0.972,0.0,0.1,,0.0,,0.216,0.0,,,0.0,,0.0,,0.0,,True,youtube,Bl3J0reP8BY,360.0
2025-09-17,imperfecttaylor,https://www.instagram.com/imperfecttaylor,Finance,Leya,reel,https://www.instagram.com/reel/DOr-qwWDmhw/?utm_source=ig_web_copy_link&igsh=eG5oNXA5djkwOTRm,https://tripleten.com/special/free-career-consultation/?utm_campaign=influencers_instagram_imperfecttaylor0825&utm_medium=Instagram&utm_source=influencers&utm_content=Reel,influencers_instagram_imperfecttaylor0925,5900.0,180000.0,247000.0,1.372222222,32.77777778,23.88663968,0.0015,0.001093117,270.0,193.0,21.85185185,30.56994819,0.2,0.134715026,54.0,26.0,109.2592593,226.9230769,0.2,0.384615385,10.8,10.0,0.3,0.2,3.24,2.0,0.45,1.458,1.0,0.1,0.5,1.0,5900.0,0.324,1.0,,5900.0,1.0,5900.0,1.0,5900.0,1.0,,True,instagram_reel,DOr-qwWDmhw,
2025-09-24,lifewithleenor,https://www.instagram.com/lifewithleenor/,AI,Arina,reel,https://www.instagram.com/reel/DO_a44dCW2f/?utm_source=ig_web_copy_link&igsh=ZGczOTN0emdmMjUw,,influencers_instagram_lifewithleenor0925,520.0,15000.0,18000.0,1.2,34.66666667,28.88888889,0.0015,0.00125,22.5,161.0,23.11111111,3.229813665,0.2,0.074534161,4.5,12.0,115.5555556,43.33333333,0.2,0.5,0.9,6.0,0.3,0.333333333,0.27,2.0,0.45,0.1215,0.0,0.1,0.0,0.0,,0.027,0.0,,,0.0,,0.0,,0.0,,True,instagram_reel,DO_a44dCW2f,
2025-09-28,easyactually,https://www.youtube.com/@easyactually,Knowledge,Masha,youtube,https://youtu.be/Sr1p6VkzWAs?si=TMFMUYBn-eROSftH&t=320,,influencers_youtube_easyactually0925,0.0,100000.0,81000.0,0.81,0.0,0.0,0.0015,0.001851852,150.0,58.0,0.0,0.0,0.2,0.120689655,30.0,7.0,0.0,0.0,0.2,0.285714286,6.0,2.0,0.3,0.5,1.8,1.0,0.45,0.81,0.0,0.1,0.0,0.0,,0.18,0.0,,,0.0,,0.0,,0.0,,True,youtube,Sr1p6VkzWAs,320.0
2025-09-30,TheLittlePlatoon,https://www.youtube.com/@TheLittlePlatoon/videos,Movies,Mediacube,youtube,https://youtu.be/-UyhC_yGU8g?si=Vgi9xuPbS8iE2jbd&t=494,,influencers_youtube_thelittleplatoon0925,8000.0,300000.0,204000.0,0.68,26.66666667,39.21568627,0.0015,0.002205882,450.0,444.0,17.77777778,18.01801802,0.2,0.144144144,90.0,64.0,88.88888889,125.0,0.2,0.328125,18.0,21.0,0.3,0.238095238,5.4,5.0,0.45,2.43,1.0,0.1,0.2,1.0,8000.0,0.54,1.0,,8000.0,1.0,8000.0,1.0,8000.0,1.0,,True,youtube,-UyhC_yGU8g,494.0
2025-09-30,lifewithleenor,https://www.instagram.com/lifewithleenor/,AI,Arina,story,https://drive.google.com/file/d/13sxTp15OhmOXWkbsQPVUKW3k7BUvLuKk/view?usp=drive_link,,influencers_instagram_lifewithleenor0925stories,3600.0,200000.0,247000.0,1.235,18.0,14.57489879,0.0015,0.001214575,300.0,98.0,12.0,36.73469388,0.2,0.12244898,60.0,12.0,60.0,300.0,0.2,0.25,12.0,3.0,0.3,0.333333333,3.6,1.0,0.45,1.62,0.0,0.1,0.0,0.0,,0.36,0.0,,,0.0,,0.0,,0.0,,True,drive_link,,
2025-10-10,SwitchandClickOfficial,https://www.youtube.com/@SwitchandClickOfficial/videos,Tech,Mediacube,youtube,https://youtu.be/_L5BpSMCgr4?si=DgyiaaClfgANrHI1&t=314,,influencers_youtube_switchandclick1025,3000.0,80000.0,199000.0,2.4875,37.5,15.07537688,0.0015,0.000603015,120.0,393.0,25.0,7.633587786,0.2,0.132315522,24.0,52.0,125.0,57.69230769,0.2,0.25,4.8,13.0,0.3,0.230769231,1.44,3.0,0.45,0.648,3.0,0.1,0.0,0.0,,0.144,0.0,,,0.0,,0.0,,0.0,,True,youtube,_L5BpSMCgr4,314.0
2025-10-10,Sisyphus55,https://www.youtube.com/@Sisyphus55/videos,Self Development,Mediacube,youtube,https://youtu.be/kN6dtpMUoC0?si=c7_fQEGdkIGCLLRb&t=222,,influencers_youtube_sisyphus551025,2900.0,80000.0,44000.0,0.55,36.25,65.90909091,0.0015,0.002727273,120.0,56.0,24.16666667,51.78571429,0.2,0.160714286,24.0,9.0,120.8333333,322.2222222,0.2,0.444444444,4.8,4.0,0.3,0.5,1.44,2.0,0.45,0.648,1.0,0.1,0.0,0.0,,0.144,0.0,,,0.0,,0.0,,0.0,,True,youtube,kN6dtpMUoC0,222.0
2025-10-11,ProductivePeter,https://www.youtube.com/@ProductivePeter,Self Development,Masha,youtube,https://youtu.be/LvIiXMawoTI?si=Fu1Aa1P1zy3WgHV9&t=144,,influencers_youtube_productivepeter1025,1925.0,10000.0,55000.0,5.5,35.0,35.0,0.0015,0.000272727,15.0,182.0,128.3333333,10.57692308,0.2,0.21978022,3.0,40.0,641.6666667,48.125,0.2,0.275,0.6,11.0,0.3,0.0,0.18,0.0,0.45,0.081,0.0,0.1,,0.0,,0.018,0.0,,,0.0,,0.0,,0.0,,True,youtube,LvIiXMawoTI,144.0
2025-10-11,WesNemo,https://www.youtube.com/@WesNemo/videos,Gaming,Mediacube,youtube,https://youtu.be/g1dy-7qkDcc?si=OMeLGut4ENBwvPGV&t=82,,influencers_youtube_wesnemo1025,3000.0,60000.0,55000.0,0.916666667,50.0,54.54545455,0.0015,0.001636364,90.0,68.0,33.33333333,44.11764706,0.2,0.132352941,18.0,9.0,166.6666667,333.3333333,0.2,0.222222222,3.6,2.0,0.3,0.5,1.08,1.0,0.45,0.486,0.0,0.1,0.0,0.0,,0.108,0.0,,,0.0,,0.0,,0.0,,True,youtube,g1dy-7qkDcc,82.0
2025-10-14,Blackthornprod,https://www.youtube.com/@Blackthornprod/videos,Tech,Mediacube,youtube,https://youtu.be/t92CeXbifSQ?si=rdGYBBTvx4dZsNFh&t=138,,influencers_youtube_blackthornprod1025,6000.0,110000.0,84000.0,0.763636364,54.54545455,71.42857143,0.0015,0.001964286,165.0,124.0,36.36363636,48.38709677,0.2,0.088709677,33.0,11.0,181.8181818,545.4545455,0.2,0.363636364,6.6,4.0,0.3,0.0,1.98,0.0,0.45,0.891,0.0,0.1,,0.0,,0.198,0.0,,,0.0,,0.0,,0.0,,True,youtube,t92CeXbifSQ,138.0
2025-10-13,RocketSloth,https://www.youtube.com/@RocketSloth/videos,Gaming,Mediacube,youtube,https://www.youtube.com/watch?v=Pecmxz-xdlY,,influencers_youtube_rocketsloth1025,2500.0,70000.0,69000.0,0.985714286,35.71428571,36.23188406,0.0015,0.001521739,105.0,50.0,23.80952381,50.0,0.2,0.1,21.0,5.0,119.047619,500.0,0.2,0.4,4.2,2.0,0.3,0.5,1.26,1.0,0.45,0.567,1.0,0.1,1.0,1.0,2500.0,0.126,0.0,,,0.0,,0.0,,0.0,,True,youtube,Pecmxz-xdlY,
2025-10-20,JuniperDev,https://www.youtube.com/@JuniperDev/videos,GameDev,Mediacube,youtube,https://youtu.be/-F36PhgU0y8?si=neDVQYYFDJOrN6kg,,influencers_youtube_juniperdev1025,3500.0,170000.0,147000.0,0.864705882,20.58823529,23.80952381,0.0015,0.001734694,255.0,152.0,13.7254902,23.02631579,0.2,0.223684211,51.0,34.0,68.62745098,102.9411765,0.2,0.323529412,10.2,11.0,0.3,0.363636364,3.06,4.0,0.45,1.377,1.0,0.1,0.5,2.0,1750.0,0.306,2.0,,1750.0,2.0,1750.0,2.0,1750.0,2.0,,True,youtube,-F36PhgU0y8,
2025-10-20,jmwFILMS,https://www.youtube.com/@jmwFILMS/videos,Gaming,Mediacube,youtube,https://youtu.be/V-QBCdndQ1Q?si=u225qG7rZmV8Yaj3,,influencers_youtube_jmwfilms1025,5900.0,150000.0,81000.0,0.54,39.33333333,72.83950617,0.0015,0.002777778,225.0,60.0,26.22222222,98.33333333,0.2,0.15,45.0,9.0,131.1111111,655.5555556,0.2,0.444444444,9.0,4.0,0.3,0.0,2.7,0.0,0.45,1.215,0.0,0.1,,0.0,,0.27,0.0,,,0.0,,0.0,,0.0,,True,youtube,V-QBCdndQ1Q,
2025-10-22,AccordingtoNicole,https://www.youtube.com/@AccordingtoNicole,Finance,Mediacube,youtube,https://www.youtube.com/watch?v=_jvfqa0UCLI,,influencers_youtube_accordingtonicole1025,4400.0,100000.0,75000.0,0.75,44.0,58.66666667,0.0015,0.002,150.0,71.0,29.33333333,61.97183099,0.2,0.126760563,30.0,9.0,146.6666667,488.8888889,0.2,0.444444444,6.0,4.0,0.3,0.0,1.8,0.0,0.45,0.81,0.0,0.1,,0.0,,0.18,0.0,,,0.0,,0.0,,0.0,,True,youtube,_jvfqa0UCLI,
,noellelovessloths,https://www.instagram.com/noellelovessloths/,Teacher,Fellowers,story,,,influencers_instagram_noellelovessloths1025stories,2015.0,19000.0,,0.0,106.0526316,,0.0015,,28.5,87.0,70.70175439,23.16091954,0.2,0.068965517,5.7,6.0,353.5087719,335.8333333,0.2,0.333333333,1.14,2.0,0.3,0.0,0.342,0.0,0.45,0.1539,0.0,0.1,,0.0,,0.0342,0.0,,,0.0,,0.0,,0.0,,False,empty,,
,miss.dugan1,https://www.instagram.com/miss.dugan1/,Teacher,Fellowers,reel,https://www.instagram.com/p/DQcm6HVj816/,,influencers_instagram_missdugan10925,7020.0,130000.0,90400.0,0.695384615,54.0,77.65486726,0.0015,0.00215708,195.0,1.0,36.0,7020.0,0.2,2.0,39.0,2.0,180.0,3510.0,,0.0,,0.0,,,,0.0,,0.0,0.0,0.1,,0.0,,,0.0,,,0.0,,0.0,,0.0,,True,instagram_post,DQcm6HVj816,
2025-10-22,miss.dugan1,https://www.instagram.com/miss.dugan1/,Teacher,Fellowers,story,,,influencers_instagram_missdugan11025stories,3250.0,55000.0,,0.0,59.09090909,,0.0015,,82.5,666.0,39.39393939,4.87987988,0.2,0.01951952,16.5,13.0,196.969697,250.0,0.2,0.230769231,3.3,3.0,0.3,0.0,0.99,0.0,0.45,0.4455,0.0,0.1,,0.0,,0.099,0.0,,,0.0,,0.0,,0.0,,False,empty,,
2025-10-10,Caspersight,https://www.youtube.com/@Caspersight/videos,Knowledge,Mediacube,youtube,https://www.youtube.com/watch?v=iNjQ_6SS8MU,,influencers_youtube_caspersight1025,6000.0,200000.0,188000.0,0.94,30.0,31.91489362,0.0015,0.001595745,300.0,386.0,20.0,15.54404145,0.2,0.20984456,60.0,81.0,100.0,74.07407407,0.2,0.580246914,12.0,47.0,0.3,0.085106383,3.6,4.0,0.45,1.62,0.0,0.1,0.0,0.0,,0.36,0.0,,,0.0,,0.0,,0.0,,True,youtube,iNjQ_6SS8MU,
2025-10-27,SuperHumansLife,https://www.youtube.com/@SuperHumansLife,Coding,Fellowers,youtube,https://www.youtube.com/watch?v=-E0K-Y5eN6k,,influencers_youtube_superhumanslife1025,10400.0,8000.0,7400.0,0.925,1300.0,1405.405405,0.0015,0.001621622,12.0,279.0,866.6666667,37.27598566,0.2,0.146953405,2.4,41.0,4333.333333,253.6585366,0.2,0.487804878,0.48,20.0,0.3,0.3,0.144,6.0,0.45,0.0648,3.0,0.1,0.333333333,2.0,5200.0,0.0144,1.0,,10400.0,2.0,5200.0,2.0,5200.0,2.0,,True,youtube,-E0K-Y5eN6k,
